"Mountain-200 Black, 38",4400592.800400
"Mountain-200 Black, 42",4009494.761841
"Mountain-200 Silver, 38",3693678.025272
"Mountain-200 Silver, 42",3438478.860423
"Mountain-200 Silver, 46",3434256.941928
"Mountain-200 Black, 46",3309673.216908
"Road-250 Black, 44",2516857.314918
"Road-250 Black, 48",2347655.953454
"Road-250 Black, 52",2012447.775000
"Road-150 Red, 56",1847818.628000
"Road-350-W Yellow, 48",1774883.557085
"Road-150 Red, 62",1769096.688000
"Touring-1000 Blue, 60",1721242.514355
"Road-350-W Yellow, 40",1657198.182549
"Road-250 Red, 58",1587008.182500
"Touring-1000 Blue, 46",1586953.573023
"Road-150 Red, 48",1540803.062000
"Touring-1000 Yellow, 60",1518133.101147
"Road-250 Black, 58",1506377.632500
"Road-250 Red, 44",1448122.478985
"Touring-1000 Yellow, 46",1426372.869324
"Road-150 Red, 52",1415563.612000
"Mountain-100 Black, 44",1365852.378018
"Road-250 Red, 48",1348759.497540
"Road-150 Red, 44",1340419.942000
"Mountain-100 Black, 38",1339997.254626
"Mountain-100 Silver, 38",1291868.700375
"Mountain-100 Black, 42",1254722.732292
"Mountain-100 Black, 48",1234276.030375
"Road-550-W Yellow, 48",1233938.877660
"Road-550-W Yellow, 38",1227910.080860
"Mountain-100 Silver, 44",1217210.359959
"Mountain-100 Silver, 42",1186494.850299
"Road-350-W Yellow, 42",1120066.364309
"Touring-1000 Blue, 50",1071401.058000
"Road-550-W Yellow, 40",1071291.781192
"Road-250 Red, 52",1066766.610000
"Road-650 Black, 52",1042909.778030
"Mountain-100 Silver, 48",1019657.001000
"Road-650 Red, 60",1016529.018414
"Touring-1000 Yellow, 50",981187.849200
"Road-650 Red, 44",943340.559788
"Road-550-W Yellow, 42",932039.589000
"HL Mountain Frame - Silver, 38",930780.680700
"HL Mountain Frame - Black, 42",901590.233600
"Road-650 Red, 62",879827.938243
"Road-650 Red, 48",878666.663660
"Road-650 Black, 58",869632.782451
"Touring-2000 Blue, 54",772302.012300
"Touring-1000 Blue, 54",743353.026000
"Road-550-W Yellow, 44",717825.911500
"Road-350-W Yellow, 44",694003.920000
"Touring-1000 Yellow, 54",667158.148800
"Touring-2000 Blue, 60",635723.715900
"Road-450 Red, 52",621103.740000
"Road-750 Black, 48",578174.312870
"Road-650 Red, 52",523630.145800
"Road-650 Black, 60",521898.261376
"Road-750 Black, 52",515666.906436
"Road-650 Black, 44",509245.008992
"Road-450 Red, 58",507978.295900
"HL Mountain Frame - Black, 38",501788.197700
"Mountain-300 Black, 40",501648.875060
"HL Mountain Frame - Silver, 46",499556.572400
"ML Road Frame-W - Yellow, 44",485700.546949
"Mountain-300 Black, 44",484051.518000
"Mountain-300 Black, 48",479071.900108
